web-scraper-order,author,title,content,positively_rated
1578434819-5066,JP,A must have for me.,I purchased this because my son is rough on his iPad. I’ve posted other reviews for similar glass type covers and have had very good luck with them. They saved me many times from having to replace a screen. This was easy to install and I received the item timely.,1
1578435371-7104,Joey Kavashansky,Great item fast shipping,But this item on my daughters iPad works good and easy to install.,1
1578435898-9028,inthad,Fits,Fits and works,1
1578435484-7490,Bea Cruz,Terrible quality screen,The screen was scratched within 2-3 months.  And it keeps getting worse and worse.,0
1578435366-7084,Wanda Powers,LOVE THE MATERIAL,"FIT ON PERFECTLY ON MY IPAD PRO AND WITH EASE.  LOVE THE MATERIAL, FEELS NICE, FITS NICELY.  I LOVED IT SO MUCH I HAVE PURCHASED A 2ND FOR MY IPAD AIR",1
1578436006-9415,Sergeant RMJ,Caution,Great protection,1
1578435641-8089,Sara Steffen,"Great product, super easy use","Great product, super easy use. Just wish the  piece to smooth out the air bubbles was bigger. Had to use one from another compnay to smooth out the bubbles. But over all, great product. Thank you.",1
1578435078-6033,Halling family,Dust in the adhesive,"Update*-Company sent me a new screen protector-they are obviously willing to make things right.  Upgraded from 2 stars to 4.  I bought 2 of these within a week of each other.  The first one had so much dust on the adhesive side, I couldn't get a clean adhesion.  The second one, though not as much, still had dust particles in the adhesive creating bubbles on the screen.  Really disappointed.",1
1578435580-7855,Joey Costales,Excellently,Excellent,1
1578435216-6548,theyellowkat,Bubbles :(,"Came with all the proper tools, but still got bubbles :(
They recommend making ""hinges"" with the guide stickers provided, but while I was removing the plastic from the cover for my final step, the guide sticker fell off and ruined it! May have been my fault, but still disappointing.",1
1578434695-4595,Tara Bishop,Great product and it protects well,"I have purchased this brand for many of my electronics and always been pleased. I have never had the device screen crack or scratch when I have these applied.
Easy to install. No bubbles. Effective pre-installation cleaning kit and the instructions are easy to understand and follow.
I have never seen a totally smudge proof screen, it just happens b/c of the natural oils and lotions on our hands. This screen does wipe off easily with included screen cloth and there are no lasting smudges right after wiping or cleaning.",1
1578435734-8448,MEW,Bubbles don't go away so the no bubbles as promised isn't so...,Bubbles really badly and I couldn't clear them - I bought 2 and returned 1 right away. Using the other with the bubbles because I can't find anything that works any better.,0
1578436006-9411,Amazon Customer,Five Stars,"Great product, great quality, great price! Very pleased!",1
1578434718-4686,LP,Easy to install,"I read the included instructions then looked at the install video online.  Unfortunately, I picked the wrong install video, even though I followed the printed instructions to look it up on YouTube.  The manufacturer's video didn't show up in the first few choices, so I picked the most viewed video.  Would be nice if there was a better way to find the manufacturer's video, like maybe through a link at their website.  Despite the confusion, the install went well but I couldn't get 3 trapped bubbles out.  They were about dime-sized.  Since I could move them around with the card provided, I knew they weren't trapping a dust particle.  I just couldn't get them all the way to the edge to get them out.  The instructions said any bubbles should go away in a few days, and they were gone within 4 days.  I liked installing this much better than the ""wet application"" that so many other screen protectors use.  We've only had it on a week, but my husband likes it on his IPad.",1
1578435547-7721,ryszard,Very good.,Very good.,1
1578434772-4887,Amazon Customer,Permanent Bubbles,"There are a couple bubbles that are completely not removable. One is about an inch wide, and another is two inches. I’ve followed the steps for reapplication and cleaned the device throughoughly according to instructions. At this point I’ve spent about two hours cleaning and reapplying and desperately trying to get rid of two bubbles that are permanent no matter how many times I remove the protector. Each time I try to fix the issue it gets worse, so I think I’m going to remove it completely and try a different brand.

It fits the screen super well, though, for my 6th generation iPad. And it feels like it would provide quality protection if I could get rid of the bubbles.",0
1578435279-6787,Rich Jungbauer,Best customer service ever,"This is my first experiance from Sparin of a faulty screen protector and customer service came through with flying colors. I've always had good luck with Sparin and now with the way I was treated, they have a customer for life.  Thank you Sparin",1
1578435169-6379,Sunshine get,Difficult to Install,"I installed the protector per instructions, very carefully. The alignment tabs didn’t help much. I had to re-align it. I still ended up with spots on the sticky side.  For this reason I only gave it 3 stars. I will have to return it.",0
1578435221-6568,JUAN M,"Perfect size, good quality",Fits perfect to my iPad (6th generation),1
1578435594-7903,Harold Marin,Quality Product and Company (Customer Service A+),"The company was VERY helpful and the product works perfectly, albeit a little complicated to put on, but they all are.  This is quality.",1
1578435034-5862,Buttonsvixen,Great,Upgraded from earlier model to use Apple Pencil. Much like my older iPad otherwise. I expected apple quality and got it at a pretty good price buying it from amazon.,1
1578435095-6092,nikkichikk,Best screen protector yet!,"This is my third screen protector purchase and by far the best one yet. It lines up better on my iPad and has fuller screen coverage than the previous protectors. I did have a minor issue with one of the protectors and they responded immediately to my email and quickly assisted me in rectifying the issue. If I ever need another screen protector, I will definitely be purchasing from this seller again!",1
1578435243-6649,Bg,Great Company,Had a little trouble with my first order but hands down the best response team and issue resolution I have gotten out of an online order. I won’t hesitate to purchase from this company in the future because customer satisfaction is in my opinion their number 1 priority! Thanks again!,1
1578436014-9443,Amazon Customer,Five Stars,Great kit including everything you need to install it. Good YouTube instructions too. I would buy this again,1
1578435445-7359,Noah Katz,Item arrived perfect! Was really well packaged,Item arrived perfect! Was really well packaged. I've purchased glass like this for my phone many times and seem to always have to deal with bad packaging and having to replace because they arrive cracked. I dinged it a star because if you try to lift a corner to help with a bubble it won't stick in that spot again. Ugh.,1
1578435745-8482,noubs,Three Stars,Nice tempered glass but very hard to install it properly.,0
1578434749-4798,D. Shen,Bad installation setup. Had permanent bubble at the edge that won't go away.,"Had trouble installing the screening with the ""sticker guides"". After using the sticker guides, it did not fix into the previous intended position. Had to readjust several times in positions after sticker on screen was peeled. After much usage of a gas duster to prevent dust, there is a permanent bubble at the bottom right edge of the screen (the sticky part of the screen seems to have worn out and does not stick to the ipad screen). On top of that, when trying to take of the ""guide stickers"", there are residues of the sticky part (cheap material?). I've had no problem with installation of Sparin's Iphone 7 plus screen, but the ipad pro installation is just a terrible experience. Only 2 stars just for the nice packaging.

Update: I can say Sparin had great customer service. Contacted me right away and offered a replacement. Installed this one without a problem. Great customer service deserving of 5 stars.",1
1578435123-6206,Paula  S.McMillan,Good idea to use one.,You have to be careful putting it on but it made a very nice addition to the iPad. Very easy to keep clean with the supplied cloth. Glad I ordered it.,1
1578435892-9009,Bryan Furse,Ok price bad product,Put product on toll right back off. Did not stick very well even after a perfect cleaning and not touching glass,0
1578435684-8258,Ruth,Five Stars,Great product. Came with everything you need and easy to install. Thick glass so quality product.,1
1578435427-7294,J,Thank you!,Wasn't expecting something as good as what I paid for. Surprisingly good!,1
1578435377-7129,David,Fine,Good,1
1578434955-5574,Nancy Marshall,Protect your Investment,"Immediate delivery.  Great process for cleaning and then drying screen, even a dust cloth for final prep.  So happy with this protector and it is truly invisible, but yet I know it will add years to my new iPad Pro screen.  I also like having my screen protected from my keyboard cover.  As far as service,  I had a question regarding install and got an immediate response to my email.",1
1578435271-6754,Amazon Customer,Prepare for bubbles,"The written instructions were easy enough and even came with a video tutorial on YouTube. I followed the instructions exactly, however I still ended up with 3 large bubbles on my screen. I've tried used credit cards to get the bubbles out of the way but after 15 minutes I'm giving up. This was a waste of money.",0
1578434670-4509,Viktoria,Unhappy,"It’s not glass at all, it’s flexible thick plastic.
Also, I read many reviews that said that no matter how much they cleaned they still got bubbles due to lint. Thats exactly what happened to me. I was installing protector onto my brand new iPad. Even though it was brand new, we still cleaned it. There was absolutely no lint or dust on it. We install this cover and there are 4 bubbles due to dust/lint trapped underneath. This cover I guess is static and attracts dust and lint and pulls it in not the sticky side. So now I have permanent bubbles.
So I am confused. This company reaches out to unhappy customers (which is nice) but keeps on selling effective product? Do you notice many many reviews dating their rating due to great customer service? How about getting product fixed so that it doesn't have static and attract dust/lint. How about product getting better instead of great customer service. Well, anyway I have bubbles and its awful.
Update: one big bubble is left, tiny ones disappeared. Still not good and distracting but at least is not many.",0
1578435149-6306,Loren I,Mine has been working excellent. Do not scrimp on the cleaning and the ...,Mine has been working excellent. Do not scrimp on the cleaning and the directions of cleaning. It is extremely important that your screen is clean and I am happy to say mine went down with no flaws.,1
1578435964-9270,Dave,Just folllow the instrutions exactly,I've done a few of these and installation went very smooth.,1
1578434979-5666,Muhammad,Wonderful Product-Please consider area of improvement.,"Pros: Wonderful product. I actually could not place it at first go. Carefully removed from the screen gently starting form upper left or right corner, cleaned for dust particle and replaced it right at the proper place with no dust or air bubble after three attempts. Wonderful self adhesive feature properly placed it. Satisfied and recommend purchase.
Cons: None.
Area of Improvement: Two small suction cup can be added to the package like competitors do to assist proper placing on the big surface of iPad screen.",1
1578435802-8688,Lue,Shipping was great! The product itself was very well packaged and ...,"Shipping was great!  The product itself was very well packaged and easy to use, but I notice leaves significantly more fingerprints than other glass screens i've used in the past",0
1578434919-5440,Mr. Derrick,In my opinion the best screen protector!!!,I've got one of these for my tablet and I have to say it is the best screen protector I've ever purchased because I dropped my iPad Pro with a UAG case on the concrete bricks and here is what it looks like after the fact!!! Not a scratch on it nor a crack!!!,1
1578435400-7201,ItsMeShopper!,Shattered glass,Shattered glass,0
1578435989-9358,Kim Bollman,Great protection!,"Works great, very easy to install.",1
1578435627-8034,Edwin Orellana,Perfect,"Review # 2: I just received a replacement in record time and was 100% perfect. Customer Service was great specially Alisa, great communication skills A+
Will definitely buy again.",1
1578434846-5169,Amazon Customer,Follow installation directions,"I can't tell you what long term usage will be ( I just received and installed mine), but the packaging, and instructions were
super great!!  There was no chance for damage in route. Another good thing was the little packets for cleaning was packed inside. That was very helpful.
I am very pleased with my purchase. Highly recommend it.",1
1578435430-7309,Beauty Beez,Value for money,I get my money worth.,1
1578435421-7271,jayhawk,Would of liked instruction on how to correct and get bubbles out,Couldn't get a bubble out of corner.  Otherwise the screen is really clear.  Would of liked instruction on how to correct and get bubbles out.,1
1578435767-8567,Harding House,Five Stars,Very good instructional and easy to apply. Would definitely buy again.,1
1578435298-6853,cookie,Five Stars,easy to place on the iPad. high quality and crystal clear. love it. great price as well!,1
1578434744-4776,Buckeye Blue,I did it!,"Excellent! I normally agonize over putting a screen protector on and, admittedly I did initially with this one but it turned out to be SO easy! I did watch the video like four times.  I did line everything up on the table.  I did have one small air bubble that I had to lift the corner of the screen to get rid of but it all went perfectly and took only a very short period of time.  For years I had air bubbles on my old screen but I had gone through several screen protectors, muffed them all, and felt I was where I was going to be.  It is a great joy to have no bubbles and a perfect screen.  The protector works perfectly allowing easy use of the iPad.  I have got to remember this product!",1
1578435183-6422,Vero,Genial!!,The best safety glass I've ever bought. The first time in my life the installation process is very easy and without bubbles.,1
1578435183-6425,Jerry J Pool,Great,Everything worked perfectly and exceeding met my expectations,1
1578435911-9075,joseph r.,A,Must have,1
1578434867-5245,David in MI,Great screen protector once I installed the 2nd one correctly.,"The installation instructions leaves a little to be desired.  I had to buy a 2nd one after I botched the first install.  Had I thought about the installation prior to trying it, it might have gone as smoothly as the second.

The tape pieces did not hold tightly on my iPad and shifted slightly. Be aware of that when aligning your cover.  Once installed (correctly), it is not noticeable and works flawlessly.  Would recommend it to an one thinking about purchasing a screen protector.",1
1578435982-9333,Rudolph Billy Hennigan,"works great,","I've only had this a few days, works great,",1
1578435465-7422,Luvrbears,First I'd like to mention the email,"First I'd like to mention the email ,I received prior to receiving my screen protector offering any help or issues  I might run across. That was such a nice surprise in a world where customer service is almost absolute. The glass protector was very simple to install and is exactly what I wanted.",1
1578435251-6675,mstygrl3,Easy peasy,Easy to install. No glares or smudges.,1
1578435687-8261,Terrell,Great fit,"This fit perfectly. It looks good and feels good.  I don't yet know durability, of course.",1
1578435116-6179,Blue Lightning (Robert),"Durable, and quality!","Came in an amazing, cool looking, but protective casing. Came with everything you need to clean, dry, dust, and apply! Will purchase more as needed!",1
1578435415-7260,cwallace,Loved it at first..,Product was great at first even recommended to someone else. I have had for maybe a month now and this product completely shattered I don’t even know how it happened. Was not dropped or anything. Luckily iPad is ok,0
1578435261-6716,EMele,Easy to install,"Easy to install, just follow instructions.",1
1578435882-8969,Rael Diaz,Cool,Is cool and easy to use,1
1578435480-7476,ChrisG,Will buy for every device I own!!,"If you are the type that have issues with putting on a screen protector, have no fear. This kit comes with 3 stickers that are to be used as a hinge. perfect application. Super clear, smooth, and most of all cost effective. This is a great bargain and a top notch product!! Dont spend the $35 at the store buy it here!",1
1578435456-7395,Di,Not easy to install.,Not very easy to install.  Could not get all imperfections out.,0
1578435776-8591,Noone,Five Stars,Excellent support.  All thumbs up!,1
1578435549-7740,Ozzboy,Great Application Procedure,Have replaced the glass protective screen on my iPad Air at least 3 other times and this product is by far the easiest to get applied with proper alignment/ dust free & bubble free with their slick application method. Bonus is the great price on Amazon.,1
1578434732-4736,J. Wylie,Does the job,"Overall, I am very happy with this. I had to take it on and off a few times to get it straight, but it went on well and has no bubbles or anything like that. The secret is in the preparation. Get the screen as clean as you possibly can and do not touch the sticky side of the protector. If I have any quibbles it is that the screen is very glossy. Seems more glossy that before so more reflections than some screen protectors. It also is supposed to minimize fingerprints. Not sure on that score, but it does clean up nice and gives a sharp unobstructed view of your screen.",1
1578434817-5055,Andrea,"Works great, easy to install.","Love this, When I first purchased my daughter her iPad I bought this screen protector. A few months later she dropped her iPad and it looked like she cracked the screen. We removed the protector and wow screen is perfect. So we purchased another one and it is on there now. Life Saver!!! The best, no one should have an iPad with out this protector on it.",1
1578434883-5309,Amazon Customer,Very good quality!,"This is one of the nicest screen protectors I have ever bought. I cracked my iPad screen multiple times to the point where I had to tape it to keep the pieces together. If I had bought this earlier I wouldn't have such a damaged iPad, but I'm glad I got it now, even if I made this decision a little late.

The setup does take a few minutes and there are a lot of parts included but the final product is very good. The quality of the protector is awesome and it comes with a microfiber cleaning cloth. I would highly recommend!!",1
1578435845-8832,Amazon Customer,Quality andValue.,Quality and Value...the Verizon counter part was $50.00.,1
1578434670-4504,Watch Fan,Needs better labeling to avoid my mistake - now I have smudges and bubbles galore :(,"I've used similar, but phone-sized screen protectors before so installation wasn't a worry for me  - AND I was paying attention to what I was doing. Unfortunately, unlike my phone's vendor, I could not tell which side had the protective film because it was crystal clear - and usually that's a good thing.  I mean, I REALLY thought I had the correct side down before attaching the ""hinges"" but no - and that REALLY jacked up the process.  Despite my efforts with cleaning with profession microscope cleansers no less - I have smudges and bubbles that make using my Ipad quite distracting.  And after reading the reviews more carefully, what I thought were my additions of particulate matter may have also been there.  Giving three stars however because a smudgy, bubbly screen protector is better than no protector at all.  At least I hope so.  And if I had guessed right and gotten the correct side down to begin with,  my end result would have definitely been better.",0
1578435044-5907,TP,Good product and easier to install,"Very good screen protector. It is a durable glass. They have a nice package and have Video instructions on YouTube for how to install.
It works so well with Apple Pencil so we can draw smoothly. Thank you,",1
1578435000-5749,david garcia,Easy to install.,"Seems like there even isn't a screen protector on it. Do get a few smudges, but what screen doesn't? And install was a breeze. No air bubbles, there was two or three but they rub out easily with the air bubble tool it comes with. Very satisfied with product.",1
1578435248-6662,Brian Keatley,Perfect Apple iPad protection.,Bought for wife's new iPad.,1
1578434932-5483,Robert,Air bubbles galore,"Definitely not bubble free. I followed instructions exactly on install. Got my iPad screen cleaned perfectly, laid the glass down with the hinge, pressed down the middle as it said, and air bubbles got caught underneath everywhere. Product must have been faulty because it was unreal how many air bubbles there were. Had to pull it back up to get the air bubbles out and when I did that dust got stuck on the underside of the glass and ruined it so I ended up having to throw it away. What a waste.",0
1578435944-9197,Parimal Dandekar,Very easy to install very clear instructions,I just installed it yesterday. Very easy to install very clear instructions. I must say this is the first screen protector that installed without a single trace of air  bubble. Works great with the pencil as well.,1
1578435843-8825,Patricia Felkins,Cracked,Item arrived cracked,0
1578435903-9048,Roni jarvis,Great product!,I really appreciate the instructions to navigate to the YouTube instructional video.  It was very clear and concise.  My screen protector went on smoothly and it so clear.  Amazing!,1
1578435141-6277,John,Great Product Great Price,Installed fairly easy & fits perfectly with the case I have on iPad.,1
1578434737-4751,Fiona,Works great! No air bubbles at all :),"First try and not a single air bubble! I didn’t even have to remove any by scraping them to the edges with a card. Just make sure to be extremely careful during installation and take your time; it really pays off in the long run. I don’t see a difference between this and any other glass cover, but it works for me. 10/10, I definitely recommend having a glass cover on any tablet or phone. I’d rather pay $10 for one of these than $100 to replace a broken screen.",1
1578435575-7838,Cinncinatus C.,Fancy packaging for a useless product. Several bubbles upon application,Fancy packaging for a useless product. Several bubbles upon application. Have applied several tempered glass screen protectors to iPads and iPhones over the years without issue.,0
1578436000-9395,Richard Bunger,Great Product,"Perfectly packaged, Good instructions and most of all works and fits great..",1
1578435510-7584,Amazon Customer,100% Perfect,"beautifuly perfect glass screen protector. easiest installation possible. even included wet and dry wipes, and guide stickers to help make sure it's applied straight and perfect. no air bubbles what's so ever. 100% will buy again when i need a new one and also fits perfect with my case",1
1578435131-6238,Susan M.,Good protection for reasonable cost,"Very nice and light and so easy to install, with just a few bubbles that were easily removed with the provided “card”.  Love that it is truly smudge-proof.",1
1578434754-4813,Miranda J,A fully functional screen protector,"It feels as though there is nothing separating the screen from my fingertips - the screen protector feels just like the glass of my iPad.

Upon unveiling the protector, I noticed a few things: 1 - it was not flimsy, and yet it was not incredibly thick and heavy. 2 - It did not easily bend, which led me to believe that this was no cheap plastic. 3 - it was crystal clear and unmatted, unlike most screen protectors. 4 - included in the box were a set of instructions (with pictures) and things to clean and de-dust the screen for when you apply the protector.

Applying the screen was easier than opening the package. For me, it NEEDED to be perfectly centered on the iPad, so accomplishing that, for me, was difficult. There were zero bubbles. I noticed a speck of dust in the corner keeping the protector raised a bit, so lifting the protector to remove the speck was easy, and it left no adhesive residue.

The end result is flawless. It looks and feels like the true screen of the iPad. I will be purchasing another one, just in case.",1
1578435219-6555,Sherry’s Lifestyle,👍,Good it’s great protects my tablet If it slips from my hand because I can be a bit clumsy sometimes.,1
1578434830-5106,Amazon Customer,Sits flush edge to edge!,"The application instructions and tabs make it almost impossible to mess up. This was one of the first screen protectors I have applied *perfectly*.

I hope it holds up over time. I am very satisfied as of now

One thing to note is this is LITERALLY edge to edge. If applied perfectly you cannot feel it on the edge but I would assume if you are bad at applying these you may feel a bit of hang over. There is not much leeway here. But that also means max protection! I will take that any day",1
1578435616-7999,Lola Belle,Perfect fit,Perfect fit...follow the directions,1
1578435442-7345,Joel,FITS PERFECTLY (careful with UAG case) an excellent buy!,worked great. a little tight if your using UAG case like me for my ipad pro. but fits perfectly with OEM case,1
1578434703-4630,Cherise,"IMO For Best Results, Put On iPad As Soon As You Unbox It!","My experience was enough to make me write my first amazon review ever...I wasn’t sure what to expect reading the reviews but I’d purchased the screen protectors along with the iPads so I put them on the iPads fresh out of the box.  I attached the guide stickers as instructed and it did take some finesse to keep them on when the protector wasn’t flush against the screen (either while removing dust or pulling the plastic off of the protector), but considering that was the most challenging part it wasn’t that bad.  I skipped the wet and dry wipe downs, as I literally was just taking the iPads out of their boxes and plastic wrapping, so there was no dirt, fingertips, smudges etc.  I wasn’t going to take chances with dust though!  I went over every inch of the iPads several times with the dust-removing sticker before attaching the guides, after attaching the guides and after removing the plastic film from the screen protector (several times after this because I’d seen a review that said peeling the plastic film off causes static electricity which attracts dust), I was taking no chances!  It seemed to do the trick, as I slowly pulled the screen protector back into place over the screen, it began to seal out the air and “attach” to the screen perfectly.  No air bubbles and I didn’t even need to use the little cardboard square they provide to smooth away air bubbles.  As I did this with the 2nd and then 3rd iPads, I kept waiting for the inevitable air bubble.  I went 3/3 with not a single air bubble!  My guess is because the iPads were brand new.  I am very pleased with this purchase!",1
1578435400-7206,Essence,Great product!,You can barely tell it's there. The shipping was fast and efficient. The instructions was easy.,1
1578435966-9274,sara,Great product,I also have this for my cell phone. I constantly drop my phone and it seriously protects my actual screen from breaking each time. Totally recommend it is amazing.,1
1578434741-4766,PamiC,Maybe these are defective!,"I’ve had two of these in the last couple of weeks break . The first one cracked while I was trying to line it up to apply it . They exchanged it, then the next week the new one the sent me did not last a week. It look like it had a hair under it on the corner , but I’m guessing it was a crack ,because today it is a big break!",0
1578434853-5195,Renee,"Great protection, good instructions with the kit","Works well. I kept the original plastic cover on my iPad until I got this in the mail, so I would ruin the screen. Put this over the iPad myself, which is a miracle because any time in the past I've tried to apply a screen protector it ends up with bubbles and noticeable seams - not this one. Looks great.",1
1578435946-9209,ProEasyLife,Five Stars,Good quality and easy with installation. Thank you,1
1578434906-5385,Arinjoy,High quality easy installation screen protector,Extremely easy to install and definitely a high quality screen protector for your iPad. Recommend buying one if you want a high quality anti glare glass screen protector :-) satisfied buyer.,1
1578434672-4520,Amanda Brahin,Works great for cracked screens,"Just got it today to place on top of a cracked/shattered screen on my 4th generation due to my 2 yr old. It's smooth, doesn't effect the sensitivity of screen, and of corse there will be bubbles that can not be smoothed out over shatters. There were no bubbles where they hairline cracks were. I found it easier to Google video instructions and then the directions made more sense. Step one only says to place hinge stickers on back, I put them on wrong before watching a video. I didn't leave quite enough length to fold over the top of the screen to hold the protector. So when I removed the stickers to replace them they were not as sticky. Make sure you do this on a flat surface so there is enough room for the protector to lay beside the iPad or the stickers will start peeling off the protector, which probably would not have happened if I didn't have to replace he stickers.",1
1578435892-9006,lkv214,Five Stars,Value for money and is as described,1
1578435282-6797,Devin D.,Fits great with very easy installation.,Very pleased at the quality of this product. Fit was great and I had no trouble installing. Would highly recommend.,1
1578435368-7099,abghnh123,No title,Good,1
1578434892-5335,Teri B.,Perfect product,"Absolutely fantastic! Packaging was great, the envelope and box ensured I received a product in one piece-clean and protected. I followed the instructions for application, and it's like I have nothing on my screen at all. No bubbles or dust, either. As all screen protectors like this, it takes attention to detail to achieve this, but the two cleaning wipes and the micro fiber cloth, and followed up with a dust remover 'sticker' really help. Perfect, and exactly what I needed.",1
1578434737-4752,Randy Charlton,"Trouble with installation,","Been on for a couple of days and it works well and looks good.  Just a couple of problems with installation.  First, the hinge concept didn't work well for me.  When I removed the protective sheet from the glass, the glass came off the hinges.  Second, the paper hinges were hard to get off the back side of the iPad,  Lastly, there was an air bubble that got trapped and I had to pull the glass back up.  Thankfully the glass didn't crack and no bubbles the second time down.  Overall, I like the glass protectors better than film ones I've used in the past.",1
1578435951-9230,Christa,Worth the buy,"That package is over the top, but the actual product is of good quality. The application was pretty easy, it didn’t leave bubbles when I put it on. I looks flawless!",1
1578435357-7057,John,Easy and fast unit,Easy set up with I phone. Fast,1
1578435887-8988,Moz,Great value,"3 glass screen protectors is a great value for the money. Also, they fit perfectly!",1
1578434741-4767,Smithson,Easy to apply,"I watched the application video and it went on with no problem at all. The screen is as responsive as it was without the protector.  Great product.
3 months post installation the iPad was dropped, landing flat on its back in basic plastic backed case and the tempered glass cracked at the upper right corner and at the home button. The iPad glass didn’t crack so I guess it did it’s job.",1
1578435843-8830,Diane,I am very satisfied with this screen protector,"I am very satisfied with this screen protector.  I had a problem with the first one because I removed the protective covering from the glass too soon and tried to clean it with the wet wipe and micro fiber cloth, which left streaks.  I contacted customer service and Kathy was very helpful.  They sent me a new protector at no charge and everything works just like it should.",1
1578435954-9239,Amazon Customer,Wet Swab issue,One problem ..my Wet Swab Alcohol wipe was completely dry!  not able to get all the dust off.,1
1578435792-8651,Brian,Great product,"Very easy to install, great product fantastic shipper. Highly recommend.",1
1578435798-8676,Patricia,Five Stars,Great product and easy to install.  Fast delivery,1
1578435549-7739,Amazon Customer,Five Stars,"Easy to use, follow instructions",1
1578435205-6502,Susan,They were wonderful to work with,"I purchased a the Sparin glass screen pro and had trouble installing it. I got some dust on the tacky side of the glass. After contacting Sparin about how to fix it and still having trouble, they sent me a new screen pro, no questions asked. They were wonderful to work with. I would give 5 stars for the company and their representative for sure and 5 stars for the screen pro but it is a little difficult to install.",1
1578434962-5610,Dylan,Mint.,"This is the best screen protector that i have ever purchased, hands down. It came with everything that i needed and more! The packaging was mint and i was definitely not expecting this much quality from a screen protector. I have already recommended this product to a few people! The only problem is having to be careful when applying the screen protector, i have a very small group of bubbles near the bottom of my screen but hopefully they will work themselves out.",1
1578435276-6776,rhonda c,Great Screen Protector!,"Wasn’t sure what to expect because the price is so cheap, but I just placed it on my iPad is perfect! Great product for a great price. There are absolutely no bubbles and it covers my entire screen, end-to-end.",1
1578435279-6786,Aline H.,good quality glass screen,"good quality glass screen. cover left bubbles after the first try to put it on, despite following the directions exactly. Contacted the seller and they sent me a replacement free of charge. Great customer service. Highly recommend.",1
1578435690-8275,David D,Works Great,Works great.,1
1578435606-7956,Amazon Customer,Good but had displays particles on screen when using,"I like this a lot. It works well, very easy installation. I only gave it three stars because after I put it on there appeared tiny particles under the screen. I tried to removed it but it is still visible on the iPad screen.",0
1578435651-8123,Pablo Danilo Gonzalez Guerrero,Excelente,Excelente,1
1578434983-5682,Midge,Never try to use if there are any cracks  in it,I liked the way the glass kept the glare away. But when I went to install the protective cover I noticed a small crack on the bottom. I didn’t think it would be in the way so I began to put it on and the whole glass shattered so I was not able to use it. I will need to return it.,0
1578435499-7541,Boricuagal,Perfection,This screen protector is just perfect. If you follow the very easy instructions you'll marvel on the ease of application. The best feature is no annoying bubbles to contend with. I highly recommend it to everyone.,1
1578435326-6942,J. Delgado,"Easy, no bubbles installation.","From all the screen protectors I've gotten for my iPad Air, this was the easiest installation of all. For the first time ever, no bubble on 1st try.

What can I say? I'm a happy camper :)",1
1578435036-5876,Stacey B,Quality Screen Protector,"Easy to apply. Looks great and has a very nice feel.  One of the best I've tried.

Update:  I've had to take this off of my iPad Pro. The touch sensitivity is diminished with this screen protector. Some taps and swipes wouldn't register. I removed it and it works perfectly again.",0
1578435163-6352,ChiCity7,I wish I could give this 0 stars!,I purchased 2 of these for the 2 iPads I own. This protector has been on these iPads for 5 days and the iPad screen has cracked already on the brand new 1!  The protector has lifted and doesn’t stick anymore to the other. I’m so upset!  This product didn’t protect anything!,0
1578434791-4954,Sweet Pie,"Then they had the wet towel which was fine, except don't use the dry paper cloth bcz ...","The screen protector is very difficult to put on the iPad. I read the instructions x4. The hinge gripper did not stay on, I used painters tape. Then they had the wet towel which was fine, except don't use the dry paper cloth bcz it leaves residual. I tried to the dust picker upper but it didn't come off correctly, so again I used painters tape to take any other dust off. I had to pull the tampered glass off a few times to actually get it on.....its on but not the way it should be. The Verizon store put the one on my cell, so I'm going back so they can do my iPad bcz I'm purchasing one with them.",0
1578435742-8477,Jackie R.,Good product!,"Great product! Would definitely recommend. During application I messed up the screen protector but I contacted the seller and it was replaced at no cost. You can't go wrong with this product, definitely does it's job and great customer service",1
1578435871-8925,Amazon Customer,Great size.,Love my IPad.,1
1578435612-7971,Yaya,Pleased.,"Ipad was purchased for my grandson. He has had one since he was 15 months old. Using the screen protector, we have never broken the screen.",1
1578435423-7286,Irving R.,Great Purchase,I like this is perfect !,1
1578435946-9201,cathy johnson,Great,Great,1
1578435113-6167,Sharon,Doesn’t protect the screen!!!,"I rate zero stars but this makes you choose at least one. I bought this for my daughters iPad after reading all the reviews and trusting it would protect her screen from damage. Not even 3 weeks after putting it on, the screen has cracked from her dropping the iPad. Terrible! Nothing is guaranteed these days.",0
1578435781-8611,waab,Easy to install and provides great protection bought them for ...,"Easy to install and provides great protection
bought them for everyone's iPads, iPhones, and macs and microsoft 4
love them",1
1578435460-7401,johnny mendoza,Satisfied,Satisfied,1
1578434806-5016,Zachariah Shawn,Really great budget screen protector.,"This screen protector fits iPad Pro flawlessly! It's made of a thin sheet of tempered glass so it feels just like the iPads screen: glossy, slick and easy to maneuver around. The one thing I've found that's disappointing, is it attracts finger prints like no body's business! There is no anti-fingerprint coating so I find myself cleaning it frequently but as far as protection, fit and look go, it's great. The screen itself comes with easy to follow instructions, tools to place the screen and tools to clean the device first to ensure a flawless finish. This is the 9.7 inch model iPad and screen protector so be sure your device isn't the 10.5 inch or 12.7 inch model before ordering.",1
