web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1578435616-7999","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lola Belle","Perfect fit","December 23, 2018","Perfect fit...follow the directions","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_354?ie=UTF8&pageNumber=354&reviewerType=all_reviews"
"1578435442-7345","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Joel","FITS PERFECTLY (careful with UAG case) an excellent buy!","January 7, 2018","worked great. a little tight if your using UAG case like me for my ipad pro. but fits perfectly with OEM case","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_289?ie=UTF8&pageNumber=289&reviewerType=all_reviews"
"1578434703-4630","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cherise","IMO For Best Results, Put On iPad As Soon As You Unbox It!","July 15, 2019","My experience was enough to make me write my first amazon review ever...I wasn’t sure what to expect reading the reviews but I’d purchased the screen protectors along with the iPads so I put them on the iPads fresh out of the box.  I attached the guide stickers as instructed and it did take some finesse to keep them on when the protector wasn’t flush against the screen (either while removing dust or pulling the plastic off of the protector), but considering that was the most challenging part it wasn’t that bad.  I skipped the wet and dry wipe downs, as I literally was just taking the iPads out of their boxes and plastic wrapping, so there was no dirt, fingertips, smudges etc.  I wasn’t going to take chances with dust though!  I went over every inch of the iPads several times with the dust-removing sticker before attaching the guides, after attaching the guides and after removing the plastic film from the screen protector (several times after this because I’d seen a review that said peeling the plastic film off causes static electricity which attracts dust), I was taking no chances!  It seemed to do the trick, as I slowly pulled the screen protector back into place over the screen, it began to seal out the air and “attach” to the screen perfectly.  No air bubbles and I didn’t even need to use the little cardboard square they provide to smooth away air bubbles.  As I did this with the 2nd and then 3rd iPads, I kept waiting for the inevitable air bubble.  I went 3/3 with not a single air bubble!  My guess is because the iPads were brand new.  I am very pleased with this purchase!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1578435400-7206","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Essence","Great product!","March 27, 2019","You can barely tell it's there. The shipping was fast and efficient. The instructions was easy.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_275?ie=UTF8&pageNumber=275&reviewerType=all_reviews"
"1578435966-9274","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sara","Great product","June 12, 2019","I also have this for my cell phone. I constantly drop my phone and it seriously protects my actual screen from breaking each time. Totally recommend it is amazing.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_482?ie=UTF8&pageNumber=482&reviewerType=all_reviews"
"1578434741-4766","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","PamiC","Maybe these are defective!","December 9, 2018","I’ve had two of these in the last couple of weeks break . The first one cracked while I was trying to line it up to apply it . They exchanged it, then the next week the new one the sent me did not last a week. It look like it had a hair under it on the corner , but I’m guessing it was a crack ,because today it is a big break!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1578434853-5195","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Renee","Great protection, good instructions with the kit","September 2, 2017","Works well. I kept the original plastic cover on my iPad until I got this in the mail, so I would ruin the screen. Put this over the iPad myself, which is a miracle because any time in the past I've tried to apply a screen protector it ends up with bubbles and noticeable seams - not this one. Looks great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews"
"1578435946-9209","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","ProEasyLife","Five Stars","March 3, 2018","Good quality and easy with installation. Thank you","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_475?ie=UTF8&pageNumber=475&reviewerType=all_reviews"
"1578434906-5385","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Arinjoy","High quality easy installation screen protector","August 7, 2019","Extremely easy to install and definitely a high quality screen protector for your iPad. Recommend buying one if you want a high quality anti glare glass screen protector :-) satisfied buyer.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&reviewerType=all_reviews"
"1578434672-4520","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amanda Brahin","Works great for cracked screens","May 29, 2019","Just got it today to place on top of a cracked/shattered screen on my 4th generation due to my 2 yr old. It's smooth, doesn't effect the sensitivity of screen, and of corse there will be bubbles that can not be smoothed out over shatters. There were no bubbles where they hairline cracks were. I found it easier to Google video instructions and then the directions made more sense. Step one only says to place hinge stickers on back, I put them on wrong before watching a video. I didn't leave quite enough length to fold over the top of the screen to hold the protector. So when I removed the stickers to replace them they were not as sticky. Make sure you do this on a flat surface so there is enough room for the protector to lay beside the iPad or the stickers will start peeling off the protector, which probably would not have happened if I didn't have to replace he stickers.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1578435892-9006","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","lkv214","Five Stars","April 18, 2018","Value for money and is as described","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_455?ie=UTF8&pageNumber=455&reviewerType=all_reviews"
"1578435282-6797","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Devin D.","Fits great with very easy installation.","June 15, 2018","Very pleased at the quality of this product. Fit was great and I had no trouble installing. Would highly recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_234?ie=UTF8&pageNumber=234&reviewerType=all_reviews"
"1578435368-7099","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","abghnh123","No title","November 25, 2019","Good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_264?ie=UTF8&pageNumber=264&reviewerType=all_reviews"
"1578434892-5335","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Teri B.","Perfect product","January 28, 2018","Absolutely fantastic! Packaging was great, the envelope and box ensured I received a product in one piece-clean and protected. I followed the instructions for application, and it's like I have nothing on my screen at all. No bubbles or dust, either. As all screen protectors like this, it takes attention to detail to achieve this, but the two cleaning wipes and the micro fiber cloth, and followed up with a dust remover 'sticker' really help. Perfect, and exactly what I needed.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_88?ie=UTF8&pageNumber=88&reviewerType=all_reviews"
"1578434737-4752","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Randy Charlton","Trouble with installation,","March 1, 2017","Been on for a couple of days and it works well and looks good.  Just a couple of problems with installation.  First, the hinge concept didn't work well for me.  When I removed the protective sheet from the glass, the glass came off the hinges.  Second, the paper hinges were hard to get off the back side of the iPad,  Lastly, there was an air bubble that got trapped and I had to pull the glass back up.  Thankfully the glass didn't crack and no bubbles the second time down.  Overall, I like the glass protectors better than film ones I've used in the past.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1578435951-9230","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Christa","Worth the buy","December 10, 2018","That package is over the top, but the actual product is of good quality. The application was pretty easy, it didn’t leave bubbles when I put it on. I looks flawless!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_477?ie=UTF8&pageNumber=477&reviewerType=all_reviews"
"1578435357-7057","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","John","Easy and fast unit","September 19, 2019","Easy set up with I phone. Fast","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_260?ie=UTF8&pageNumber=260&reviewerType=all_reviews"
"1578435887-8988","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Moz","Great value","December 13, 2019","3 glass screen protectors is a great value for the money. Also, they fit perfectly!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_453?ie=UTF8&pageNumber=453&reviewerType=all_reviews"
"1578434741-4767","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Smithson","Easy to apply","December 17, 2019","I watched the application video and it went on with no problem at all. The screen is as responsive as it was without the protector.  Great product.
3 months post installation the iPad was dropped, landing flat on its back in basic plastic backed case and the tempered glass cracked at the upper right corner and at the home button. The iPad glass didn’t crack so I guess it did it’s job.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1578435843-8830","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Diane","I am very satisfied with this screen protector","November 15, 2016","I am very satisfied with this screen protector.  I had a problem with the first one because I removed the protective covering from the glass too soon and tried to clean it with the wet wipe and micro fiber cloth, which left streaks.  I contacted customer service and Kathy was very helpful.  They sent me a new protector at no charge and everything works just like it should.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_437?ie=UTF8&pageNumber=437&reviewerType=all_reviews"
"1578435954-9239","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Wet Swab issue","August 7, 2018","One problem ..my Wet Swab Alcohol wipe was completely dry!  not able to get all the dust off.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_478?ie=UTF8&pageNumber=478&reviewerType=all_reviews"
"1578435792-8651","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Brian","Great product","January 30, 2018","Very easy to install, great product fantastic shipper. Highly recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_420?ie=UTF8&pageNumber=420&reviewerType=all_reviews"
"1578435798-8676","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Patricia","Five Stars","October 31, 2017","Great product and easy to install.  Fast delivery","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_422?ie=UTF8&pageNumber=422&reviewerType=all_reviews"
"1578435549-7739","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Five Stars","February 28, 2018","Easy to use, follow instructions","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_328?ie=UTF8&pageNumber=328&reviewerType=all_reviews"
"1578435205-6502","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Susan","They were wonderful to work with","November 14, 2017","I purchased a the Sparin glass screen pro and had trouble installing it. I got some dust on the tacky side of the glass. After contacting Sparin about how to fix it and still having trouble, they sent me a new screen pro, no questions asked. They were wonderful to work with. I would give 5 stars for the company and their representative for sure and 5 stars for the screen pro but it is a little difficult to install.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_205?ie=UTF8&pageNumber=205&reviewerType=all_reviews"
"1578434962-5610","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dylan","Mint.","January 17, 2017","This is the best screen protector that i have ever purchased, hands down. It came with everything that i needed and more! The packaging was mint and i was definitely not expecting this much quality from a screen protector. I have already recommended this product to a few people! The only problem is having to be careful when applying the screen protector, i have a very small group of bubbles near the bottom of my screen but hopefully they will work themselves out.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&pageNumber=115&reviewerType=all_reviews"
"1578435276-6776","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","rhonda c","Great Screen Protector!","May 17, 2018","Wasn’t sure what to expect because the price is so cheap, but I just placed it on my iPad is perfect! Great product for a great price. There are absolutely no bubbles and it covers my entire screen, end-to-end.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_232?ie=UTF8&pageNumber=232&reviewerType=all_reviews"
"1578435279-6786","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Aline H.","good quality glass screen","May 16, 2017","good quality glass screen. cover left bubbles after the first try to put it on, despite following the directions exactly. Contacted the seller and they sent me a replacement free of charge. Great customer service. Highly recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_233?ie=UTF8&pageNumber=233&reviewerType=all_reviews"
"1578435690-8275","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","David D","Works Great","March 5, 2019","Works great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_382?ie=UTF8&pageNumber=382&reviewerType=all_reviews"
"1578435606-7956","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Good but had displays particles on screen when using","August 2, 2019","I like this a lot. It works well, very easy installation. I only gave it three stars because after I put it on there appeared tiny particles under the screen. I tried to removed it but it is still visible on the iPad screen.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_350?ie=UTF8&pageNumber=350&reviewerType=all_reviews"
"1578435651-8123","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Pablo Danilo Gonzalez Guerrero","Excelente","January 15, 2019","Excelente","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_367?ie=UTF8&pageNumber=367&reviewerType=all_reviews"
"1578434983-5682","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Midge","Never try to use if there are any cracks  in it","May 12, 2019","I liked the way the glass kept the glare away. But when I went to install the protective cover I noticed a small crack on the bottom. I didn’t think it would be in the way so I began to put it on and the whole glass shattered so I was not able to use it. I will need to return it.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&reviewerType=all_reviews"
"1578435499-7541","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Boricuagal","Perfection","January 2, 2017","This screen protector is just perfect. If you follow the very easy instructions you'll marvel on the ease of application. The best feature is no annoying bubbles to contend with. I highly recommend it to everyone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_309?ie=UTF8&pageNumber=309&reviewerType=all_reviews"
"1578435326-6942","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","J. Delgado","Easy, no bubbles installation.","June 28, 2018","From all the screen protectors I've gotten for my iPad Air, this was the easiest installation of all. For the first time ever, no bubble on 1st try.

What can I say? I'm a happy camper :)","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&pageNumber=249&reviewerType=all_reviews"
"1578435036-5876","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Stacey B","Quality Screen Protector","May 29, 2017","Easy to apply. Looks great and has a very nice feel.  One of the best I've tried.

Update:  I've had to take this off of my iPad Pro. The touch sensitivity is diminished with this screen protector. Some taps and swipes wouldn't register. I removed it and it works perfectly again.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_142?ie=UTF8&pageNumber=142&reviewerType=all_reviews"
"1578435163-6352","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","ChiCity7","I wish I could give this 0 stars!","December 30, 2018","I purchased 2 of these for the 2 iPads I own. This protector has been on these iPads for 5 days and the iPad screen has cracked already on the brand new 1!  The protector has lifted and doesn’t stick anymore to the other. I’m so upset!  This product didn’t protect anything!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_190?ie=UTF8&pageNumber=190&reviewerType=all_reviews"
"1578434791-4954","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sweet Pie","Then they had the wet towel which was fine, except don't use the dry paper cloth bcz ...","November 12, 2016","The screen protector is very difficult to put on the iPad. I read the instructions x4. The hinge gripper did not stay on, I used painters tape. Then they had the wet towel which was fine, except don't use the dry paper cloth bcz it leaves residual. I tried to the dust picker upper but it didn't come off correctly, so again I used painters tape to take any other dust off. I had to pull the tampered glass off a few times to actually get it on.....its on but not the way it should be. The Verizon store put the one on my cell, so I'm going back so they can do my iPad bcz I'm purchasing one with them.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&reviewerType=all_reviews"
"1578435742-8477","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jackie R.","Good product!","August 28, 2017","Great product! Would definitely recommend. During application I messed up the screen protector but I contacted the seller and it was replaced at no cost. You can't go wrong with this product, definitely does it's job and great customer service","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_402?ie=UTF8&pageNumber=402&reviewerType=all_reviews"
"1578435871-8925","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Great size.","August 5, 2019","Love my IPad.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_447?ie=UTF8&pageNumber=447&reviewerType=all_reviews"
"1578435612-7971","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Yaya","Pleased.","December 12, 2019","Ipad was purchased for my grandson. He has had one since he was 15 months old. Using the screen protector, we have never broken the screen.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_352?ie=UTF8&pageNumber=352&reviewerType=all_reviews"
"1578435423-7286","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Irving R.","Great Purchase","March 11, 2019","I like this is perfect !","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_283?ie=UTF8&pageNumber=283&reviewerType=all_reviews"
"1578435946-9201","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","cathy johnson","Great","June 13, 2019","Great","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_475?ie=UTF8&pageNumber=475&reviewerType=all_reviews"
"1578435113-6167","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sharon","Doesn’t protect the screen!!!","August 27, 2019","I rate zero stars but this makes you choose at least one. I bought this for my daughters iPad after reading all the reviews and trusting it would protect her screen from damage. Not even 3 weeks after putting it on, the screen has cracked from her dropping the iPad. Terrible! Nothing is guaranteed these days.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_171?ie=UTF8&pageNumber=171&reviewerType=all_reviews"
"1578435781-8611","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","waab","Easy to install and provides great protection bought them for ...","January 21, 2017","Easy to install and provides great protection
bought them for everyone's iPads, iPhones, and macs and microsoft 4
love them","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_416?ie=UTF8&pageNumber=416&reviewerType=all_reviews"
